School Decile,Māori,European/ Pākehā,Immersion Level 1,Immersion None,clusters,cluster
1.0,6,44,0,0,0,pink
8.0,10,10,0,0,0,pink
8.0,10,14,0,0,0,pink
8.0,10,19,0,0,0,pink
8.0,13,18,0,0,0,pink
8.0,9,14,0,0,0,pink
6.0,7,16,0,0,0,pink
6.0,9,23,0,0,0,pink
6.0,7,18,0,0,0,pink
6.0,5,16,0,0,0,pink
6.0,6,13,0,0,0,pink
6.0,9,18,0,0,0,pink
6.0,8,17,0,0,0,pink
6.0,6,14,0,0,0,pink
6.0,6,13,0,0,0,pink
6.0,8,15,0,0,0,pink
6.0,5,20,0,0,0,pink
6.0,7,17,0,0,0,pink
6.0,7,17,0,0,0,pink
6.0,8,22,0,0,0,pink
6.0,3,22,0,0,0,pink
9.0,3,23,0,0,0,pink
9.0,4,24,0,0,0,pink
9.0,5,28,0,0,0,pink
9.0,5,27,0,0,0,pink
9.0,5,30,0,0,0,pink
9.0,5,27,0,0,0,pink
9.0,5,21,0,0,0,pink
9.0,2,13,0,0,0,pink
9.0,0,11,0,0,0,pink
9.0,0,10,0,0,0,pink
10.0,16,124,0,0,0,pink
10.0,20,126,0,0,0,pink
10.0,23,126,0,0,0,pink
10.0,26,121,0,0,0,pink
10.0,24,141,0,0,0,pink
10.0,24,122,0,0,0,pink
10.0,26,123,0,0,0,pink
10.0,25,130,0,0,0,pink
10.0,21,130,0,0,0,pink
10.0,24,131,0,0,0,pink
10.0,21,128,0,0,0,pink
10.0,20,123,0,0,0,pink
10.0,21,117,0,0,0,pink
10.0,21,112,0,0,0,pink
10.0,20,103,0,0,0,pink
3.0,34,79,0,0,0,pink
3.0,22,56,0,0,0,pink
7.0,0,10,0,0,0,pink
7.0,0,9,0,0,0,pink
7.0,5,9,0,0,0,pink
7.0,5,7,0,0,0,pink
7.0,5,7,0,0,0,pink
10.0,3,13,0,0,0,pink
10.0,3,14,0,0,0,pink
10.0,0,16,0,0,0,pink
10.0,0,18,0,0,0,pink
10.0,0,17,0,0,0,pink
10.0,1,19,0,0,0,pink
10.0,5,18,0,0,0,pink
10.0,3,13,0,0,0,pink
10.0,2,14,0,0,0,pink
10.0,3,13,0,0,0,pink
5.0,3,45,0,0,0,pink
5.0,4,43,0,0,0,pink
5.0,3,40,0,0,0,pink
5.0,2,36,0,0,0,pink
5.0,4,43,0,0,0,pink
6.0,4,44,0,0,0,pink
6.0,4,44,0,0,0,pink
6.0,0,51,0,0,0,pink
6.0,11,38,0,0,0,pink
6.0,7,44,0,6,0,pink
6.0,7,40,0,12,0,pink
6.0,3,39,0,50,0,pink
6.0,7,47,0,52,0,pink
6.0,6,46,0,0,0,pink
6.0,5,65,0,0,0,pink
7.0,10,5,0,13,0,pink
7.0,6,5,0,0,0,pink
7.0,6,7,0,0,0,pink
7.0,2,13,0,0,0,pink
7.0,3,12,0,0,0,pink
7.0,2,12,0,0,0,pink
7.0,1,14,0,0,0,pink
7.0,1,11,0,1,0,pink
7.0,1,10,0,0,0,pink
7.0,1,8,0,0,0,pink
7.0,1,8,0,0,0,pink
7.0,1,8,0,0,0,pink
7.0,0,7,0,0,0,pink
7.0,0,7,0,0,0,pink
7.0,1,8,0,0,0,pink
10.0,13,186,0,0,0,pink
10.0,17,191,0,0,0,pink
10.0,21,185,0,0,0,pink
10.0,19,176,0,0,0,pink
10.0,26,191,0,0,0,pink
10.0,26,180,0,0,0,pink
10.0,28,186,0,0,0,pink
10.0,30,173,0,0,0,pink
10.0,33,179,0,0,0,pink
10.0,23,173,0,0,0,pink
10.0,21,169,0,0,0,pink
10.0,23,159,0,0,0,pink
10.0,19,163,0,0,0,pink
10.0,21,175,0,0,0,pink
10.0,28,166,0,0,0,pink
7.0,8,31,0,2,0,pink
7.0,5,27,0,0,0,pink
7.0,3,28,0,0,0,pink
7.0,2,27,0,0,0,pink
7.0,2,32,0,0,0,pink
6.0,2,27,0,0,0,pink
6.0,6,30,0,0,0,pink
6.0,9,26,0,0,0,pink
6.0,4,30,0,0,0,pink
6.0,9,30,0,0,0,pink
6.0,6,28,0,0,0,pink
6.0,6,23,0,0,0,pink
6.0,4,20,0,0,0,pink
6.0,4,21,0,0,0,pink
6.0,6,24,0,0,0,pink
4.0,21,108,0,0,0,pink
4.0,24,102,0,0,0,pink
4.0,22,108,0,0,0,pink
4.0,30,113,0,0,0,pink
4.0,36,128,0,0,0,pink
4.0,36,129,0,0,0,pink
4.0,27,141,0,36,0,pink
4.0,38,138,0,2,0,pink
4.0,37,124,0,2,0,pink
4.0,39,113,0,0,0,pink
4.0,34,101,0,0,0,pink
4.0,30,84,0,0,0,pink
4.0,36,79,0,0,0,pink
4.0,33,78,0,0,0,pink
4.0,29,73,0,0,0,pink
8.0,30,162,0,0,0,pink
8.0,28,172,0,0,0,pink
8.0,30,191,0,0,0,pink
8.0,40,189,0,0,0,pink
8.0,32,198,0,0,0,pink
7.0,31,198,0,0,0,pink
7.0,35,198,0,1,0,pink
7.0,37,189,0,0,0,pink
7.0,42,198,0,0,0,pink
7.0,39,197,0,0,0,pink
7.0,42,179,0,0,0,pink
7.0,50,156,0,0,0,pink
7.0,57,147,0,0,0,pink
7.0,47,147,0,0,0,pink
7.0,44,138,0,0,0,pink
6.0,17,258,0,0,0,pink
6.0,22,243,0,0,0,pink
6.0,23,233,0,0,0,pink
6.0,30,233,0,0,0,pink
6.0,32,223,0,0,0,pink
7.0,31,221,0,0,0,pink
7.0,29,247,0,0,0,pink
7.0,31,252,0,0,0,pink
7.0,39,254,0,0,0,pink
7.0,36,234,0,0,0,pink
7.0,43,240,0,0,0,pink
7.0,45,236,0,0,0,pink
7.0,49,226,0,0,0,pink
7.0,57,217,0,0,0,pink
7.0,50,194,0,0,0,pink
5.0,24,101,0,0,0,pink
5.0,28,109,0,0,0,pink
5.0,38,114,0,0,0,pink
5.0,35,111,0,0,0,pink
5.0,51,105,0,0,0,pink
5.0,46,104,0,0,0,pink
5.0,45,100,0,0,0,pink
5.0,50,106,0,0,0,pink
5.0,46,95,0,0,0,pink
5.0,53,87,0,0,0,pink
5.0,52,77,0,0,0,pink
5.0,49,87,0,0,0,pink
5.0,44,81,0,0,0,pink
5.0,38,64,0,0,0,pink
5.0,42,67,0,0,0,pink
6.0,18,76,0,0,0,pink
6.0,21,90,0,0,0,pink
6.0,22,99,0,0,0,pink
6.0,36,103,0,0,0,pink
6.0,37,111,0,0,0,pink
7.0,40,136,0,0,0,pink
7.0,58,143,0,2,0,pink
7.0,49,165,0,0,0,pink
7.0,48,166,0,0,0,pink
7.0,53,159,0,0,0,pink
7.0,55,160,0,0,0,pink
7.0,46,143,0,0,0,pink
7.0,48,146,0,0,0,pink
7.0,54,138,0,0,0,pink
7.0,65,116,0,0,0,pink
5.0,34,234,0,0,0,pink
5.0,30,227,0,0,0,pink
5.0,43,216,0,0,0,pink
5.0,40,186,0,0,0,pink
5.0,41,215,0,0,0,pink
5.0,48,212,0,0,0,pink
5.0,55,186,0,0,0,pink
5.0,53,189,0,0,0,pink
5.0,45,175,0,0,0,pink
5.0,40,203,0,0,0,pink
5.0,49,214,0,0,0,pink
5.0,59,225,0,0,0,pink
5.0,48,212,0,0,0,pink
5.0,49,197,0,0,0,pink
5.0,40,189,0,0,0,pink
4.0,28,122,0,0,0,pink
4.0,26,108,0,0,0,pink
4.0,27,98,0,0,0,pink
4.0,25,89,0,0,0,pink
4.0,20,70,0,0,0,pink
4.0,18,63,0,0,0,pink
4.0,14,52,0,0,0,pink
4.0,16,36,0,0,0,pink
4.0,10,26,0,0,0,pink
4.0,8,27,0,0,0,pink
4.0,10,25,0,0,0,pink
4.0,15,37,0,0,0,pink
4.0,15,41,0,0,0,pink
4.0,20,44,0,1,0,pink
4.0,23,50,0,0,0,pink
8.0,1,34,0,0,0,pink
8.0,0,41,0,0,0,pink
8.0,2,35,0,0,0,pink
8.0,1,31,0,0,0,pink
8.0,0,35,0,0,0,pink
9.0,2,48,0,0,0,pink
9.0,0,55,0,0,0,pink
9.0,2,49,0,0,0,pink
9.0,7,54,0,0,0,pink
9.0,10,62,0,0,0,pink
9.0,8,59,0,0,0,pink
9.0,7,52,0,0,0,pink
9.0,9,50,0,0,0,pink
9.0,12,59,0,0,0,pink
9.0,14,62,0,0,0,pink
6.0,0,28,0,0,0,pink
6.0,2,20,0,0,0,pink
6.0,4,32,0,38,0,pink
6.0,4,20,0,33,0,pink
6.0,2,19,0,35,0,pink
7.0,2,13,0,35,0,pink
7.0,4,12,0,40,0,pink
7.0,4,10,0,37,0,pink
7.0,6,39,0,48,0,pink
7.0,4,33,0,43,0,pink
7.0,3,44,0,51,0,pink
7.0,3,52,0,57,0,pink
7.0,2,44,0,23,0,pink
7.0,1,38,0,0,0,pink
7.0,0,38,0,0,0,pink
9.0,20,87,0,0,0,pink
9.0,24,88,0,0,0,pink
9.0,22,102,0,0,0,pink
9.0,26,97,0,0,0,pink
9.0,21,93,0,0,0,pink
10.0,19,106,0,0,0,pink
10.0,16,107,0,0,0,pink
10.0,16,108,0,0,0,pink
10.0,14,117,0,0,0,pink
10.0,25,119,0,0,0,pink
10.0,30,123,0,0,0,pink
10.0,32,112,0,0,0,pink
10.0,34,103,0,0,0,pink
10.0,26,110,0,0,0,pink
10.0,20,92,0,0,0,pink
7.0,0,19,0,0,0,pink
9.0,16,218,0,0,0,pink
9.0,12,226,0,0,0,pink
9.0,15,227,0,0,0,pink
9.0,17,220,0,0,0,pink
9.0,22,183,0,0,0,pink
9.0,25,171,0,0,0,pink
9.0,25,152,0,0,0,pink
9.0,30,137,0,0,0,pink
9.0,33,118,0,0,0,pink
9.0,35,130,0,0,0,pink
9.0,34,128,0,0,0,pink
9.0,24,137,0,0,0,pink
9.0,26,133,0,0,0,pink
9.0,27,147,0,0,0,pink
9.0,22,157,0,0,0,pink
10.0,0,0,0,0,0,pink
10.0,4,7,0,0,0,pink
10.0,0,0,0,0,0,pink
6.0,21,87,0,0,0,pink
6.0,17,89,0,0,0,pink
6.0,16,72,0,0,0,pink
6.0,18,90,0,0,0,pink
6.0,20,95,0,0,0,pink
6.0,27,94,0,0,0,pink
6.0,24,100,0,0,0,pink
6.0,27,97,0,0,0,pink
6.0,27,91,0,0,0,pink
6.0,24,74,0,0,0,pink
6.0,28,79,0,0,0,pink
6.0,22,76,0,0,0,pink
6.0,26,82,0,0,0,pink
6.0,24,78,0,0,0,pink
6.0,27,76,0,0,0,pink
8.0,6,91,0,0,0,pink
8.0,7,93,0,0,0,pink
8.0,6,106,0,0,0,pink
8.0,6,108,0,0,0,pink
8.0,14,109,0,0,0,pink
9.0,10,104,0,0,0,pink
9.0,14,105,0,1,0,pink
9.0,16,102,0,5,0,pink
9.0,12,97,0,3,0,pink
9.0,13,98,0,0,0,pink
9.0,16,84,0,0,0,pink
9.0,12,80,0,0,0,pink
9.0,14,87,0,0,0,pink
9.0,12,88,0,0,0,pink
9.0,12,79,0,0,0,pink
3.0,10,18,0,0,0,pink
3.0,13,22,0,0,0,pink
3.0,14,20,0,0,0,pink
3.0,10,14,0,0,0,pink
3.0,14,16,0,0,0,pink
3.0,4,12,0,0,0,pink
3.0,5,9,0,0,0,pink
3.0,4,6,0,0,0,pink
3.0,7,13,0,0,0,pink
3.0,5,10,0,6,0,pink
3.0,9,15,0,0,0,pink
3.0,11,14,0,0,0,pink
3.0,8,12,0,0,0,pink
3.0,14,14,0,0,0,pink
3.0,14,17,0,0,0,pink
10.0,2,32,0,0,0,pink
10.0,3,33,0,0,0,pink
10.0,2,27,0,0,0,pink
10.0,9,26,0,0,0,pink
10.0,9,26,0,0,0,pink
10.0,9,24,0,0,0,pink
10.0,8,27,0,0,0,pink
10.0,11,22,0,0,0,pink
10.0,10,24,0,6,0,pink
10.0,7,21,0,9,0,pink
10.0,8,24,0,18,0,pink
10.0,8,31,0,28,0,pink
10.0,11,34,0,0,0,pink
10.0,9,37,0,0,0,pink
10.0,7,31,0,0,0,pink
5.0,23,113,0,1,0,pink
5.0,24,104,0,0,0,pink
5.0,21,93,0,0,0,pink
5.0,18,97,0,0,0,pink
5.0,18,95,0,0,0,pink
6.0,23,74,0,0,0,pink
6.0,19,82,0,0,0,pink
6.0,20,84,0,0,0,pink
6.0,22,84,0,0,0,pink
6.0,23,89,0,0,0,pink
6.0,27,85,0,0,0,pink
6.0,23,83,0,0,0,pink
6.0,23,74,0,0,0,pink
6.0,22,67,0,0,0,pink
6.0,19,66,0,0,0,pink
8.0,27,63,0,0,0,pink
8.0,25,60,0,0,0,pink
8.0,26,64,0,0,0,pink
8.0,37,58,0,0,0,pink
8.0,36,58,0,0,0,pink
8.0,37,48,0,0,0,pink
8.0,26,35,0,0,0,pink
8.0,20,34,0,0,0,pink
8.0,24,34,0,0,0,pink
8.0,17,31,0,0,0,pink
8.0,20,36,0,0,0,pink
8.0,17,27,0,0,0,pink
8.0,14,24,0,0,0,pink
8.0,14,27,0,0,0,pink
8.0,20,33,0,0,0,pink
6.0,0,15,0,0,0,pink
6.0,0,21,0,0,0,pink
6.0,0,16,0,0,0,pink
6.0,1,13,0,0,0,pink
6.0,1,13,0,0,0,pink
10.0,2,13,0,0,0,pink
10.0,3,9,0,0,0,pink
10.0,6,5,0,0,0,pink
10.0,5,6,0,0,0,pink
10.0,5,9,0,0,0,pink
10.0,3,8,0,0,0,pink
10.0,6,8,0,0,0,pink
10.0,9,11,0,0,0,pink
10.0,8,11,0,0,0,pink
10.0,4,13,0,0,0,pink
6.0,7,32,0,0,0,pink
6.0,4,27,0,0,0,pink
6.0,3,25,0,0,0,pink
6.0,6,21,0,0,0,pink
6.0,5,21,0,0,0,pink
6.0,7,24,0,0,0,pink
6.0,6,25,0,0,0,pink
6.0,5,15,0,0,0,pink
6.0,4,15,0,0,0,pink
6.0,5,15,0,0,0,pink
6.0,3,16,0,0,0,pink
6.0,7,13,0,0,0,pink
6.0,8,8,0,0,0,pink
6.0,7,7,0,0,0,pink
6.0,7,7,0,0,0,pink
2.0,17,29,0,0,0,pink
2.0,20,33,0,0,0,pink
4.0,3,36,0,0,0,pink
4.0,2,30,0,0,0,pink
4.0,3,33,0,0,0,pink
4.0,0,40,0,0,0,pink
4.0,3,43,0,0,0,pink
9.0,3,43,0,0,0,pink
9.0,2,57,0,0,0,pink
9.0,3,72,0,0,0,pink
9.0,5,67,0,1,0,pink
9.0,6,72,0,0,0,pink
9.0,10,61,0,0,0,pink
9.0,9,58,0,0,0,pink
9.0,5,56,0,0,0,pink
9.0,7,53,0,0,0,pink
9.0,10,43,0,0,0,pink
6.0,43,264,0,0,0,pink
6.0,38,262,0,0,0,pink
6.0,48,240,0,0,0,pink
6.0,43,225,0,0,0,pink
6.0,45,203,0,0,0,pink
6.0,41,181,0,0,0,pink
6.0,41,169,0,0,0,pink
6.0,46,170,0,0,0,pink
6.0,45,159,0,0,0,pink
6.0,57,174,0,0,0,pink
6.0,68,157,0,0,0,pink
6.0,74,138,0,0,0,pink
6.0,69,133,0,0,0,pink
6.0,59,120,0,0,0,pink
6.0,53,111,0,0,0,pink
10.0,7,58,0,0,0,pink
10.0,10,47,0,0,0,pink
10.0,1,20,0,0,0,pink
1.0,0,0,0,0,0,pink
1.0,0,0,0,0,0,pink
7.0,9,33,0,0,0,pink
7.0,10,36,0,0,0,pink
7.0,8,42,0,0,0,pink
7.0,7,35,0,0,0,pink
7.0,5,30,0,0,0,pink
8.0,5,24,0,0,0,pink
8.0,5,27,0,0,0,pink
8.0,4,23,0,0,0,pink
8.0,3,22,0,0,0,pink
8.0,4,21,0,0,0,pink
8.0,6,19,0,0,0,pink
8.0,7,17,0,0,0,pink
8.0,6,17,0,0,0,pink
8.0,4,19,0,0,0,pink
8.0,5,18,0,0,0,pink
6.0,1,29,0,0,0,pink
6.0,3,24,0,0,0,pink
6.0,4,23,0,0,0,pink
6.0,3,24,0,0,0,pink
6.0,4,13,0,0,0,pink
5.0,6,22,0,18,0,pink
5.0,8,20,0,0,0,pink
5.0,7,20,0,0,0,pink
5.0,7,28,0,0,0,pink
5.0,7,35,0,3,0,pink
5.0,12,34,0,0,0,pink
5.0,9,39,0,0,0,pink
5.0,10,40,0,0,0,pink
5.0,12,41,0,0,0,pink
5.0,11,40,0,0,0,pink
7.0,15,67,0,0,0,pink
7.0,12,58,0,0,0,pink
7.0,8,63,0,0,0,pink
7.0,5,73,0,0,0,pink
7.0,12,74,0,0,0,pink
6.0,22,92,0,0,0,pink
6.0,18,105,0,0,0,pink
6.0,26,105,0,0,0,pink
6.0,29,101,0,0,0,pink
6.0,30,88,0,0,0,pink
6.0,29,96,0,0,0,pink
6.0,21,101,0,0,0,pink
6.0,23,96,0,0,0,pink
6.0,25,83,0,0,0,pink
6.0,24,71,0,0,0,pink
5.0,28,81,0,0,0,pink
5.0,27,66,0,0,0,pink
5.0,27,76,0,0,0,pink
5.0,31,74,0,0,0,pink
5.0,32,86,0,0,0,pink
6.0,29,82,0,11,0,pink
6.0,35,83,0,1,0,pink
6.0,38,89,0,6,0,pink
6.0,36,86,0,1,0,pink
6.0,35,79,0,0,0,pink
6.0,29,75,0,0,0,pink
6.0,25,66,0,0,0,pink
6.0,26,64,0,0,0,pink
6.0,26,62,0,0,0,pink
6.0,29,54,0,0,0,pink
10.0,12,78,0,0,0,pink
10.0,8,71,0,0,0,pink
10.0,7,79,0,0,0,pink
10.0,7,81,0,0,0,pink
10.0,5,79,0,0,0,pink
10.0,12,76,0,0,0,pink
10.0,13,68,0,0,0,pink
10.0,8,66,0,0,0,pink
10.0,10,62,0,0,0,pink
10.0,4,48,0,0,0,pink
10.0,2,40,0,0,0,pink
10.0,2,39,0,0,0,pink
10.0,1,37,0,0,0,pink
10.0,1,21,0,0,0,pink
10.0,2,22,0,0,0,pink
8.0,7,88,0,0,0,pink
8.0,8,85,0,0,0,pink
8.0,8,89,0,0,0,pink
8.0,8,92,0,0,0,pink
8.0,9,88,0,0,0,pink
9.0,8,81,0,0,0,pink
9.0,6,84,0,0,0,pink
9.0,4,80,0,0,0,pink
9.0,14,79,0,2,0,pink
9.0,17,77,0,0,0,pink
9.0,18,79,0,0,0,pink
9.0,18,71,0,0,0,pink
9.0,18,78,0,0,0,pink
9.0,14,72,0,0,0,pink
9.0,9,68,0,0,0,pink
9.0,7,82,0,0,0,pink
9.0,10,83,0,0,0,pink
9.0,9,77,0,0,0,pink
9.0,9,92,0,0,0,pink
9.0,9,107,0,0,0,pink
9.0,12,106,0,0,0,pink
9.0,13,119,0,0,0,pink
9.0,17,104,0,0,0,pink
9.0,20,102,0,0,0,pink
9.0,19,107,0,0,0,pink
9.0,17,100,0,0,0,pink
9.0,17,97,0,0,0,pink
9.0,17,86,0,0,0,pink
9.0,17,93,0,0,0,pink
9.0,15,98,0,0,0,pink
7.0,4,38,0,0,0,pink
7.0,4,42,0,0,0,pink
7.0,2,43,0,0,0,pink
7.0,4,40,0,0,0,pink
7.0,4,41,0,0,0,pink
8.0,3,45,0,0,0,pink
8.0,3,42,0,0,0,pink
8.0,3,45,0,0,0,pink
8.0,3,51,0,0,0,pink
8.0,3,47,0,0,0,pink
8.0,3,45,0,0,0,pink
8.0,3,43,0,0,0,pink
8.0,4,46,0,0,0,pink
8.0,4,46,0,0,0,pink
8.0,3,42,0,0,0,pink
6.0,9,140,0,0,0,pink
6.0,13,176,0,0,0,pink
6.0,16,163,0,0,0,pink
6.0,11,152,0,0,0,pink
6.0,14,150,0,0,0,pink
6.0,13,152,0,0,0,pink
6.0,23,144,0,57,0,pink
6.0,17,126,0,0,0,pink
6.0,19,112,0,0,0,pink
5.0,16,83,0,0,0,pink
5.0,15,66,0,0,0,pink
5.0,17,42,0,0,0,pink
5.0,16,35,0,0,0,pink
6.0,15,23,0,0,0,pink
6.0,17,25,0,0,0,pink
7.0,3,52,0,0,0,pink
7.0,3,57,0,0,0,pink
7.0,2,52,0,0,0,pink
7.0,4,49,0,0,0,pink
7.0,7,41,0,0,0,pink
5.0,6,43,0,0,0,pink
5.0,3,38,0,0,0,pink
5.0,3,37,0,0,0,pink
5.0,4,34,0,0,0,pink
5.0,3,33,0,0,0,pink
5.0,2,37,0,0,0,pink
5.0,1,38,0,0,0,pink
5.0,4,35,0,0,0,pink
5.0,2,29,0,0,0,pink
5.0,3,29,0,0,0,pink
8.0,21,88,0,0,0,pink
8.0,17,80,0,0,0,pink
8.0,19,79,0,0,0,pink
8.0,18,78,0,0,0,pink
8.0,19,72,0,0,0,pink
8.0,16,64,0,0,0,pink
8.0,13,69,0,0,0,pink
8.0,15,68,0,0,0,pink
8.0,21,70,0,0,0,pink
8.0,22,81,0,0,0,pink
8.0,20,79,0,0,0,pink
8.0,20,70,0,0,0,pink
8.0,20,64,0,0,0,pink
8.0,22,66,0,0,0,pink
8.0,15,60,0,0,0,pink
7.0,5,19,0,0,0,pink
7.0,7,30,0,0,0,pink
7.0,2,34,0,0,0,pink
7.0,1,25,0,0,0,pink
7.0,3,20,0,0,0,pink
7.0,3,13,0,0,0,pink
7.0,3,14,0,1,0,pink
7.0,1,11,0,0,0,pink
7.0,2,9,0,1,0,pink
7.0,3,6,0,3,0,pink
7.0,1,9,0,0,0,pink
7.0,0,4,0,0,0,pink
7.0,0,4,0,5,0,pink
10.0,3,59,0,0,0,pink
10.0,2,54,0,0,0,pink
10.0,3,52,0,0,0,pink
10.0,2,59,0,0,0,pink
10.0,3,60,0,0,0,pink
10.0,5,50,0,0,0,pink
10.0,5,46,0,0,0,pink
10.0,7,42,0,0,0,pink
10.0,4,30,0,0,0,pink
10.0,3,26,0,0,0,pink
10.0,1,26,0,0,0,pink
10.0,1,21,0,0,0,pink
10.0,0,14,0,0,0,pink
10.0,0,16,0,0,0,pink
10.0,0,18,0,0,0,pink
6.0,1,20,0,0,0,pink
6.0,2,24,0,0,0,pink
6.0,3,13,0,0,0,pink
6.0,2,12,0,0,0,pink
6.0,2,12,0,0,0,pink
6.0,2,11,0,0,0,pink
6.0,2,18,0,4,0,pink
6.0,4,16,0,0,0,pink
6.0,8,12,0,0,0,pink
6.0,7,13,0,0,0,pink
6.0,13,14,0,0,0,pink
6.0,16,10,0,0,0,pink
6.0,14,10,0,0,0,pink
6.0,9,10,0,0,0,pink
6.0,5,8,0,0,0,pink
4.0,25,60,0,0,0,pink
4.0,26,59,0,0,0,pink
4.0,24,57,0,0,0,pink
4.0,23,57,0,0,0,pink
4.0,20,67,0,0,0,pink
4.0,19,66,0,0,0,pink
4.0,20,63,0,0,0,pink
4.0,21,56,0,0,0,pink
4.0,18,52,0,0,0,pink
4.0,16,56,0,0,0,pink
4.0,22,52,0,0,0,pink
4.0,18,42,0,0,0,pink
4.0,17,38,0,0,0,pink
4.0,16,38,0,0,0,pink
4.0,14,38,0,1,0,pink
8.0,19,134,0,0,0,pink
8.0,19,122,0,0,0,pink
8.0,14,119,0,0,0,pink
8.0,14,117,0,0,0,pink
8.0,10,122,0,0,0,pink
8.0,9,127,0,0,0,pink
8.0,9,130,0,0,0,pink
8.0,9,119,0,0,0,pink
8.0,10,120,0,0,0,pink
8.0,9,115,0,0,0,pink
8.0,7,112,0,0,0,pink
8.0,8,100,0,0,0,pink
8.0,10,90,0,0,0,pink
8.0,8,79,0,0,0,pink
8.0,9,90,0,0,0,pink
3.0,10,6,0,0,0,pink
8.0,10,62,0,0,0,pink
8.0,11,64,0,0,0,pink
8.0,11,58,0,0,0,pink
8.0,12,49,0,0,0,pink
8.0,12,54,0,0,0,pink
8.0,10,56,0,0,0,pink
8.0,14,51,0,0,0,pink
8.0,11,47,0,0,0,pink
8.0,10,44,0,0,0,pink
8.0,10,39,0,0,0,pink
8.0,12,44,0,0,0,pink
8.0,12,42,0,0,0,pink
8.0,12,34,0,0,0,pink
8.0,10,37,0,0,0,pink
8.0,6,30,0,0,0,pink
6.0,40,274,0,0,0,pink
6.0,48,270,0,0,0,pink
6.0,50,275,0,0,0,pink
6.0,54,297,0,0,0,pink
6.0,63,289,0,0,0,pink
8.0,66,330,0,0,0,pink
8.0,65,318,0,0,0,pink
8.0,71,292,0,0,0,pink
8.0,64,290,0,0,0,pink
8.0,58,284,0,0,0,pink
8.0,59,290,0,0,0,pink
8.0,56,278,0,0,0,pink
8.0,61,243,0,0,0,pink
8.0,60,247,0,0,0,pink
8.0,73,221,0,0,0,pink
7.0,5,29,0,0,0,pink
7.0,5,25,0,0,0,pink
7.0,7,21,0,0,0,pink
7.0,9,17,0,0,0,pink
7.0,10,11,0,0,0,pink
6.0,12,7,0,0,0,pink
6.0,13,10,0,0,0,pink
6.0,8,14,0,0,0,pink
6.0,9,14,0,0,0,pink
6.0,9,15,0,0,0,pink
6.0,7,15,0,0,0,pink
6.0,10,19,0,0,0,pink
6.0,12,20,0,0,0,pink
6.0,17,23,0,0,0,pink
6.0,20,22,0,0,0,pink
6.0,16,36,0,0,0,pink
6.0,19,38,0,0,0,pink
6.0,19,36,0,0,0,pink
6.0,21,32,0,0,0,pink
6.0,14,30,0,0,0,pink
5.0,12,26,0,0,0,pink
5.0,13,32,0,0,0,pink
5.0,9,31,0,0,0,pink
5.0,9,38,0,0,0,pink
5.0,4,42,0,1,0,pink
5.0,3,46,0,0,0,pink
5.0,5,42,0,0,0,pink
5.0,4,38,0,0,0,pink
5.0,4,41,0,0,0,pink
5.0,4,41,0,0,0,pink
9.0,1,7,3,1,0,pink
9.0,1,10,0,0,0,pink
9.0,1,4,0,0,0,pink
9.0,0,6,0,0,0,pink
9.0,0,6,0,0,0,pink
8.0,0,10,0,0,0,pink
8.0,0,9,0,1,0,pink
8.0,0,10,0,0,0,pink
8.0,0,7,0,0,0,pink
8.0,0,6,0,0,0,pink
8.0,0,5,0,0,0,pink
8.0,3,6,0,0,0,pink
8.0,2,1,0,0,0,pink
8.0,2,0,0,0,0,pink
8.0,2,0,0,0,0,pink
8.0,59,406,0,0,0,pink
8.0,64,399,0,0,0,pink
8.0,60,388,0,0,0,pink
8.0,67,286,0,0,0,pink
8.0,57,280,0,0,0,pink
8.0,68,379,0,0,0,pink
8.0,102,376,0,0,0,pink
8.0,112,353,0,0,0,pink
8.0,120,373,0,0,0,pink
8.0,124,394,0,0,0,pink
8.0,125,391,0,0,0,pink
8.0,124,353,0,0,0,pink
8.0,108,328,0,0,0,pink
8.0,105,345,0,0,0,pink
8.0,94,360,0,0,0,pink
5.0,7,15,0,0,0,pink
5.0,6,13,0,0,0,pink
5.0,2,13,0,0,0,pink
5.0,2,12,0,0,0,pink
5.0,2,16,0,0,0,pink
7.0,1,18,0,0,0,pink
7.0,0,15,0,0,0,pink
7.0,0,15,0,0,0,pink
7.0,1,6,0,0,0,pink
7.0,2,3,0,0,0,pink
7.0,0,5,0,0,0,pink
7.0,2,3,0,0,0,pink
7.0,2,2,0,0,0,pink
7.0,0,3,0,0,0,pink
7.0,1,3,0,0,0,pink
8.0,38,188,0,0,0,pink
8.0,48,193,0,0,0,pink
8.0,59,184,0,0,0,pink
8.0,55,201,0,0,0,pink
8.0,57,199,0,0,0,pink
7.0,60,199,0,0,0,pink
7.0,68,212,0,0,0,pink
7.0,73,223,0,0,0,pink
7.0,64,222,0,0,0,pink
7.0,56,206,0,0,0,pink
7.0,57,190,0,0,0,pink
7.0,43,200,0,0,0,pink
7.0,46,192,0,0,0,pink
7.0,36,193,0,0,0,pink
7.0,37,176,0,0,0,pink
7.0,8,88,0,0,0,pink
7.0,12,79,0,0,0,pink
7.0,14,82,0,0,0,pink
7.0,12,96,0,0,0,pink
7.0,15,93,0,0,0,pink
9.0,16,90,0,0,0,pink
9.0,19,90,0,0,0,pink
9.0,21,106,0,0,0,pink
9.0,19,93,0,0,0,pink
9.0,21,89,0,0,0,pink
9.0,22,65,0,0,0,pink
9.0,21,54,0,0,0,pink
9.0,20,44,0,0,0,pink
